PropertyID,Region,PropertyType,SizeSqm,Bedrooms,Bathrooms,YearBuilt,PropertyAge,HasGarage,HasPool,SecurityLevel,ProximityToAmenities_km,SalePrice,MonthlyRental,PricePerSqm,GrossRentalYield,NetROI,SaleDate
PROP-00181,Waterfront,Commercial,309.9,3.0,2,2023.0,1.0,1,0,2,3.32,18381000.0,72000.0,59312.68,4.7,-6.1,2022-08-23
PROP-00302,Durban North,House,331.8,3.0,2,2006.0,18.0,1,0,2,0.45,3819000.0,16000.0,11509.95,5.03,-5.77,2020-01-25
PROP-00497,Menlyn,Townhouse,188.8,3.0,2,2020.0,4.0,1,0,3,1.64,2111000.0,13800.0,11181.14,7.84,-2.96,2022-01-02
PROP-01712,Port Elizabeth,House,272.8,3.0,2,1999.0,25.0,1,0,3,2.65,2533000.0,11700.0,9285.19,5.54,-5.26,2019-06-10
PROP-01908,Bloemfontein,House,262.4,3.0,2,2000.0,24.0,0,0,1,0.66,1877000.0,9500.0,7153.2,6.07,-4.73,2022-09-07
PROP-01677,Menlyn,Commercial,296.5,2.0,1,2018.0,6.0,1,0,2,1.67,4320000.0,19500.0,14569.98,5.42,-5.38,2022-04-20
PROP-01653,Menlyn,House,179.1,3.0,2,1991.0,33.0,0,0,2,4.04,1928000.0,10800.0,10764.94,6.72,-4.08,2023-05-10
PROP-00518,Rosebank,Apartment,142.3,1.0,1,2005.0,19.0,0,0,2,1.61,1726000.0,13600.0,12129.3,9.46,-1.34,2024-05-13
PROP-01070,Cape Town CBD,Commercial,401.1,1.0,1,1972.0,52.0,1,0,2,0.78,7384000.0,34400.0,18409.37,5.59,-5.21,2022-12-28
PROP-00477,Fourways,Apartment,123.1,2.0,1,1991.0,33.0,0,0,2,1.92,1231000.0,7900.0,10000.0,7.7,-3.1,2023-11-03
PROP-00158,Sandton,Commercial,134.7,4.0,3,1997.0,27.0,1,0,2,3.87,4222000.0,29000.0,31343.73,8.24,-2.56,2022-08-14
PROP-01244,Waterfront,Townhouse,115.7,3.0,2,2017.0,7.0,1,0,2,0.9,6119000.0,31500.0,52886.78,6.18,-4.62,2021-05-05
PROP-01196,Bloemfontein,Apartment,76.4,1.0,1,2021.0,3.0,0,0,1,2.67,463000.0,3600.0,6060.21,9.33,-1.47,2020-07-16
PROP-00017,Sandton,Apartment,113.2,2.0,1,2002.0,22.0,0,0,2,0.69,2573000.0,13100.0,22729.68,6.11,-4.69,2021-02-22
PROP-01536,Stellenbosch,House,309.9,4.0,2,2012.0,12.0,1,0,2,0.32,6554000.0,26700.0,21148.76,4.89,-5.91,2024-05-13
PROP-01992,Fourways,House,264.5,4.0,2,1983.0,41.0,1,0,2,0.59,3497000.0,17500.0,13221.17,6.01,-4.79,2020-05-15
PROP-00547,Rosebank,House,289.3,4.0,3,2014.0,10.0,1,1,2,3.98,7279000.0,35600.0,25160.73,5.87,-4.93,2023-11-28
PROP-01540,Bloemfontein,Duplex,120.1,3.0,2,2017.0,7.0,1,0,3,0.28,842000.0,5700.0,7010.82,8.12,-2.68,2019-11-13
PROP-00659,Menlyn,House,316.7,5.0,4,2004.0,20.0,0,0,2,1.85,3374000.0,21200.0,10653.62,7.54,-3.26,2020-05-04
PROP-01640,Menlyn,House,402.5,4.0,3,1993.0,31.0,1,0,2,4.71,20558002.0,22400.0,51075.78,5.82,-4.98,2020-03-19
PROP-01020,Rosebank,Duplex,203.9,3.0,2,2013.0,11.0,1,0,1,1.78,4102000.0,23700.0,20117.7,6.93,-3.87,2021-05-20
PROP-01678,Sandton,House,255.4,3.0,2,2016.0,8.0,1,1,3,3.84,6439000.0,37700.0,25211.43,7.03,-3.77,2019-10-28
PROP-01505,Menlyn,Apartment,51.3,2.0,1,1994.0,30.0,0,0,2,4.02,616000.0,4100.0,12007.8,7.99,-2.81,2020-02-23
PROP-00960,Rosebank,House,374.4,4.0,3,2023.0,1.0,1,0,1,0.64,7566000.0,38800.0,20208.33,6.15,-4.65,2019-08-13
PROP-01902,Menlyn,House,294.3,4.0,3,2017.0,7.0,1,0,3,1.2,4885000.0,22900.0,16598.71,5.63,-5.17,2022-11-23
PROP-00284,Soweto,House,278.1,4.0,3,1999.0,25.0,0,1,1,4.16,1301000.0,8000.0,4678.17,7.38,-3.42,2022-10-05
PROP-00798,Rosebank,Commercial,437.1,3.0,2,2018.0,6.0,1,0,2,2.56,11305000.0,44900.0,25863.65,4.77,-6.03,2019-11-03
PROP-01641,Soweto,Apartment,102.3,1.0,1,2010.0,14.0,0,0,2,2.72,524000.0,2800.0,5122.19,6.41,-4.39,2023-04-30
PROP-00226,Durban North,Apartment,82.2,0.0,1,1976.0,48.0,0,0,3,2.35,813000.0,4300.0,9890.51,6.35,-4.45,2019-09-01
PROP-00027,Waterfront,House,375.7,6.0,3,2010.0,14.0,1,1,2,0.6,20218000.0,72700.0,53814.21,4.31,-6.49,2021-09-05
PROP-01789,Port Elizabeth,Apartment,105.7,1.0,1,2001.0,23.0,0,0,2,2.36,645000.0,3600.0,6102.18,6.7,-4.1,2020-06-02
PROP-00438,Midrand,Commercial,534.3,2.0,1,1977.0,47.0,1,0,2,0.46,5810000.0,21500.0,10874.04,4.44,-6.36,2023-04-01
PROP-01969,Pretoria East,House,303.3,6.0,3,2001.0,23.0,0,0,3,3.93,3863000.0,15800.0,12736.56,4.91,-5.89,2019-12-04
PROP-01389,Rosebank,House,262.0,3.0,2,1970.0,54.0,1,0,3,2.57,4806000.0,23200.0,18343.51,5.79,-5.01,2023-02-05
PROP-00230,Menlyn,Apartment,140.4,2.0,1,2015.0,9.0,0,0,2,0.15,1427000.0,6300.0,10163.82,5.3,-5.5,2023-11-11
PROP-00038,Sandton,Apartment,110.1,1.0,1,2008.0,16.0,0,0,2,3.0,2088000.0,14200.0,18964.58,8.16,-2.64,2022-06-07
PROP-00750,Soweto,Apartment,99.6,3.0,2,1999.0,25.0,0,0,2,1.44,587000.0,3800.0,5893.57,7.77,-3.03,2020-09-30
PROP-01046,Sandton,Townhouse,183.1,4.0,3,1972.0,52.0,0,0,1,4.47,4258000.0,22300.0,23255.05,6.28,-4.52,2021-11-24
PROP-01399,Midrand,House,182.2,4.0,2,2020.0,4.0,0,0,1,3.77,2233000.0,11500.0,12255.76,6.18,-4.62,2023-09-14
PROP-00470,Cape Town CBD,House,187.1,4.0,2,2005.0,19.0,1,0,3,2.86,4660000.0,25500.0,24906.47,6.57,-4.23,2024-04-02
PROP-01709,Fourways,House,367.2,4.0,2,2020.0,4.0,1,0,2,4.44,5938000.0,29500.0,16171.02,5.96,-4.84,2020-08-05
PROP-01988,Fourways,House,366.0,3.0,2,2016.0,8.0,0,0,1,4.46,5190000.0,22200.0,14180.33,5.13,-5.67,2022-11-19
PROP-00688,Midrand,Duplex,118.4,5.0,3,1973.0,51.0,1,0,2,4.1,1467000.0,7300.0,12390.2,5.97,-4.83,2022-11-01
PROP-01862,Pretoria East,House,245.7,4.0,3,1996.0,28.0,1,1,1,1.55,2267000.0,13800.0,9226.7,7.3,-3.5,2023-05-27
PROP-00640,Port Elizabeth,House,379.7,5.0,4,2018.0,6.0,0,0,3,1.08,2941000.0,14500.0,7745.59,5.92,-4.88,2024-01-02
PROP-01729,Waterfront,Townhouse,155.55,4.0,3,1999.0,25.0,1,0,2,3.09,9133000.0,41300.0,58714.24,5.43,-5.37,2023-02-10
PROP-01219,Rosebank,Townhouse,139.1,2.0,2,1994.0,30.0,1,0,2,0.26,2574000.0,13400.0,18504.67,6.25,-4.55,2019-12-11
PROP-01159,Khayelitsha,Apartment,129.9,3.0,2,2001.0,23.0,0,0,2,1.84,416000.0,2700.0,3202.46,7.79,-3.01,2019-12-01
PROP-01416,Sandton,House,369.9,6.0,4,2005.0,19.0,1,0,1,0.78,8780000.0,44200.0,23736.14,6.04,-4.76,2020-02-05
PROP-01528,Cape Town CBD,Duplex,211.4,3.0,2,2019.0,5.0,0,1,3,0.19,6302000.0,26800.0,29810.79,5.1,-5.7,2020-12-08
PROP-01671,Port Elizabeth,Duplex,157.2,4.0,2,1996.0,28.0,1,0,3,1.86,1430000.0,7800.0,9096.69,6.55,-4.25,2021-06-30
PROP-01301,Stellenbosch,Commercial,508.4,2.0,1,2008.0,16.0,1,0,1,0.54,8846000.0,29300.0,17399.69,3.97,-6.83,2020-08-22
PROP-01841,Sandton,Apartment,166.6,1.0,1,2011.0,13.0,0,0,2,3.43,2883000.0,19600.0,17304.92,8.16,-2.64,2020-02-25
PROP-00801,Durban North,Apartment,91.3,2.0,2,2014.0,10.0,0,0,2,0.72,1180000.0,6700.0,12924.42,6.81,-3.99,2022-08-24
PROP-01604,Menlyn,Townhouse,161.5,5.0,3,2023.0,1.0,0,0,1,4.62,1894000.0,14200.0,11727.55,9.0,-1.8,2024-03-15
PROP-00161,Menlyn,House,309.7,3.0,2,2001.0,23.0,1,0,2,4.92,3747000.0,17700.0,12098.81,5.67,-5.13,2024-05-30
PROP-00957,Fourways,Apartment,77.0,2.0,1,2022.0,2.0,0,0,2,1.34,890000.0,5500.0,11558.44,7.42,-3.38,2022-08-09
PROP-01187,Waterfront,Commercial,388.0,2.0,1,2010.0,14.0,1,0,3,0.53,18458000.0,90900.0,47572.16,5.91,-4.89,2020-08-12
PROP-00822,Rosebank,House,205.9,4.0,3,1985.0,39.0,1,1,1,3.25,3808000.0,22900.0,18494.41,7.22,-3.58,2021-05-25
PROP-01698,Bloemfontein,House,272.5,3.0,2,2006.0,18.0,1,0,1,2.8,1877000.0,8400.0,6888.07,5.37,-5.43,2023-06-23
PROP-00878,Sandton,Apartment,75.5,2.0,1,2015.0,9.0,0,0,1,1.92,2167000.0,10500.0,28701.99,5.81,-4.99,2023-11-30
PROP-00914,Fourways,Apartment,109.8,3.0,2,2020.0,4.0,0,0,1,1.98,1619000.0,8100.0,14744.99,6.0,-4.8,2023-07-06
PROP-00153,Umhlanga,Apartment,131.7,2.0,1,1986.0,38.0,0,0,1,4.18,1526000.0,9400.0,11586.94,7.39,-3.41,2024-03-12
PROP-01855,Sandton,House,222.2,3.0,2,2021.0,3.0,1,0,3,3.3,7327000.0,28000.0,32974.8,4.59,-6.21,2022-08-07
PROP-01795,Midrand,Apartment,135.3,1.0,1,1997.0,27.0,0,0,1,4.85,917000.0,6500.0,6777.53,8.51,-2.29,2023-12-22
PROP-00510,Menlyn,Apartment,83.3,2.0,2,2012.0,12.0,0,0,1,2.85,892000.0,5900.0,10708.28,7.94,-2.86,2023-10-12
PROP-01136,Menlyn,Duplex,181.1,4.0,2,2013.0,11.0,0,0,3,3.01,2519000.0,13800.0,13909.44,6.57,-4.23,2020-03-20
PROP-01251,Waterfront,House,290.8,3.0,2,1989.0,35.0,1,0,2,0.87,13553000.0,58600.0,46605.91,5.19,-5.61,2023-07-05
PROP-01680,Waterfront,Apartment,126.2,1.0,1,2002.0,22.0,0,0,3,3.7,5076000.0,24500.0,40221.87,5.79,-5.01,2022-12-23
PROP-00104,Bloemfontein,Townhouse,126.0,4.0,3,2009.0,15.0,1,0,2,3.1,975000.0,5700.0,7738.1,7.02,-3.78,2020-03-24
PROP-01446,Cape Town CBD,Townhouse,113.6,5.0,3,1990.0,34.0,0,0,2,1.63,3497000.0,15200.0,30783.45,5.22,-5.58,2021-07-16
PROP-01444,Midrand,Apartment,75.2,1.0,1,2021.0,3.0,0,0,1,0.5,944000.0,3900.0,12553.19,4.96,-5.84,2019-09-01
PROP-01756,Durban North,Apartment,128.8,1.0,1,1997.0,27.0,0,0,1,3.49,1339000.0,6400.0,10395.96,5.74,-5.06,2021-09-04
PROP-00587,Sandton,House,135.1,3.0,2,2013.0,11.0,0,0,3,2.11,2744000.0,21100.0,20310.88,9.23,-1.57,2019-07-02
PROP-01787,Fourways,Apartment,154.4,1.0,1,1993.0,31.0,0,0,3,2.12,1511000.0,8400.0,9786.27,6.67,-4.13,2019-12-30
PROP-01144,Khayelitsha,Duplex,182.3,4.0,3,2021.0,3.0,0,0,2,0.62,940000.0,4800.0,5156.34,6.13,-4.67,2023-03-28
PROP-00054,Soweto,Apartment,99.0,3.0,2,2020.0,4.0,0,0,3,0.15,619000.0,3500.0,6252.53,6.79,-4.01,2024-05-13
PROP-00152,Stellenbosch,Apartment,121.0,1.0,1,2016.0,8.0,0,0,2,4.42,1723000.0,9100.0,14239.67,6.34,-4.46,2022-11-22
PROP-00404,Bloemfontein,Townhouse,120.9,4.0,3,2001.0,23.0,1,0,3,3.55,722000.0,4700.0,5971.88,7.81,-2.99,2022-05-11
PROP-01963,Pretoria East,Apartment,64.8,3.0,2,2013.0,11.0,0,0,2,0.71,640000.0,4200.0,9876.54,7.88,-2.93,2019-10-26
PROP-00208,Cape Town CBD,House,155.9,5.0,3,2012.0,12.0,1,1,2,2.78,4460000.0,20600.0,28608.08,5.54,-5.26,2024-01-24
PROP-01915,Sandton,Apartment,110.3,2.0,1,2020.0,4.0,0,0,3,4.67,2643000.0,14800.0,23961.92,6.72,-4.08,2022-10-16
PROP-01123,Stellenbosch,Commercial,324.3,1.0,1,2022.0,2.0,1,0,2,3.25,6565000.0,26400.0,20243.6,4.83,-5.97,2023-08-31
PROP-01768,Umhlanga,Duplex,176.0,2.0,1,2000.0,24.0,1,0,2,3.14,2820000.0,14200.0,16022.73,6.04,-4.76,2024-02-28
PROP-00009,Soweto,House,259.4,4.0,3,1994.0,30.0,1,1,3,0.79,1787000.0,9100.0,6888.97,6.11,-4.69,2019-07-24
PROP-01015,Fourways,House,303.0,6.0,5,1997.0,27.0,1,0,1,3.37,4226000.0,20300.0,13947.19,5.76,-5.04,2022-12-22
PROP-01814,Waterfront,Apartment,100.7,2.0,1,1997.0,27.0,0,0,3,3.97,3226000.0,21700.0,32035.75,8.07,-2.73,2023-10-23
PROP-01061,Waterfront,Commercial,248.9,1.0,1,2013.0,11.0,1,0,1,2.25,12612000.0,61000.0,50670.95,5.8,-5.0,2019-08-07
PROP-00453,Khayelitsha,Apartment,175.4,3.0,2,1992.0,32.0,0,0,3,2.11,658000.0,3300.0,3751.43,6.02,-4.78,2020-09-20
PROP-01676,Sandton,House,291.6,3.0,2,2017.0,7.0,0,0,2,3.06,7848000.0,40200.0,26913.58,6.15,-4.65,2022-11-23
PROP-00254,Cape Town CBD,Apartment,118.7,1.0,1,2005.0,19.0,0,0,2,0.42,2614000.0,14500.0,22021.9,6.66,-4.14,2020-09-02
PROP-01328,Umhlanga,House,280.2,4.0,2,2018.0,6.0,0,0,3,4.3,4118000.0,25100.0,14696.65,7.31,-3.49,2021-02-22
PROP-00897,Rosebank,Duplex,137.4,2.0,1,1965.0,59.0,1,1,3,4.2,2166000.0,12100.0,15764.19,6.7,-4.1,2021-11-08
PROP-01911,Port Elizabeth,House,411.9,2.0,1,1993.0,31.0,1,1,3,0.49,3045000.0,14100.0,7392.57,5.56,-5.24,2022-03-09
PROP-00881,Durban North,Apartment,100.5,1.0,1,2021.0,3.0,0,0,2,0.52,1431000.0,6200.0,14238.81,5.2,-5.6,2023-10-27
PROP-01596,Soweto,House,298.5,3.0,2,2012.0,12.0,1,0,1,2.2,1514000.0,9300.0,5072.03,7.37,-3.43,2023-03-10
PROP-01909,Bloemfontein,House,338.9,3.0,2,1992.0,32.0,1,0,1,4.93,12521838.0,9000.0,36948.47,6.69,-4.11,2021-03-22
PROP-00624,Rosebank,House,393.8,4.0,3,1996.0,28.0,1,0,3,2.03,7826000.0,35800.0,19873.03,5.49,-5.31,2022-07-05
PROP-00346,Rosebank,Duplex,211.1,2.0,2,1977.0,47.0,1,1,2,0.12,4163000.0,16700.0,19720.51,4.81,-5.99,2019-09-11
PROP-01719,Waterfront,Duplex,191.0,4.0,3,1980.0,44.0,1,1,2,1.79,8404000.0,38300.0,44000.0,5.47,-5.33,2023-04-29
PROP-00263,Menlyn,House,328.6,4.0,2,2016.0,8.0,1,1,2,3.09,4663000.0,20500.0,14190.51,5.28,-5.52,2023-08-07
PROP-01635,Rosebank,Townhouse,142.6,2.0,1,2007.0,17.0,1,0,1,4.07,2364000.0,15000.0,16577.84,7.61,-3.19,2019-06-15
PROP-01322,Rosebank,Apartment,99.9,0.0,1,1994.0,30.0,0,0,2,2.26,1870000.0,9200.0,18718.72,5.9,-4.9,2019-08-05
PROP-01439,Durban North,House,280.9,4.0,3,2019.0,5.0,1,0,2,4.36,3464000.0,17600.0,12331.79,6.1,-4.7,2019-12-28
PROP-00151,Soweto,House,313.6,3.0,2,2019.0,5.0,1,0,2,3.57,1821000.0,10200.0,5806.76,6.72,-4.08,2023-09-21
PROP-00473,Midrand,Apartment,124.9,2.0,2,2016.0,8.0,0,0,3,1.64,1474000.0,7200.0,11801.44,5.86,-4.94,2022-10-06
PROP-00641,Umhlanga,House,266.3,5.0,3,2008.0,16.0,0,0,3,3.49,4536000.0,23200.0,17033.42,6.14,-4.66,2023-11-24
PROP-01903,Pretoria East,Duplex,201.6,3.0,2,2023.0,1.0,1,0,2,4.76,2606000.0,11800.0,12926.59,5.43,-5.37,2020-12-12
PROP-00551,Pretoria East,House,340.5,2.0,1,1982.0,42.0,1,0,2,3.59,2353000.0,12900.0,6910.43,6.58,-4.22,2022-09-28
PROP-01798,Fourways,Townhouse,102.5,5.0,3,1985.0,39.0,0,0,2,3.45,1395000.0,7100.0,13609.76,6.11,-4.69,2020-07-29
PROP-00929,Stellenbosch,House,380.6,4.0,3,1998.0,26.0,1,0,2,0.29,7018000.0,24800.0,18439.31,4.24,-6.56,2021-06-02
PROP-00489,Pretoria East,House,233.6,4.0,3,2013.0,11.0,1,0,2,4.65,2411000.0,13400.0,10321.06,6.67,-4.13,2021-05-02
PROP-01830,Cape Town CBD,House,244.7,3.0,2,2019.0,5.0,1,0,2,4.39,3926000.0,31000.0,16044.14,9.48,-1.32,2022-07-14
PROP-01172,Stellenbosch,Commercial,363.5,2.0,1,1999.0,25.0,1,0,3,1.78,6647000.0,30100.0,18286.11,5.43,-5.37,2022-05-28
PROP-00147,Durban North,House,298.8,2.0,2,1980.0,44.0,0,0,2,1.4,3250000.0,16300.0,10876.84,6.02,-4.78,2022-10-14
PROP-01721,Stellenbosch,Apartment,145.3,1.0,1,1999.0,25.0,0,0,3,4.87,1989000.0,8400.0,13688.92,5.07,-5.73,2022-09-23
PROP-01949,Fourways,Townhouse,162.6,4.0,2,2015.0,9.0,0,0,3,2.9,2579000.0,12500.0,15861.01,5.82,-4.98,2021-11-22
PROP-00403,Pretoria East,Apartment,75.4,2.0,1,1994.0,30.0,0,0,3,2.22,629000.0,4400.0,8342.18,8.39,-2.41,2020-06-22
PROP-00955,Fourways,Commercial,368.9,2.0,1,2008.0,16.0,0,0,2,2.57,5384000.0,24500.0,14594.74,5.46,-5.34,2020-05-10
PROP-01898,Sandton,Apartment,155.8,2.0,1,2009.0,15.0,0,0,2,0.83,3321000.0,17500.0,21315.79,6.32,-4.48,2020-10-20
PROP-00660,Pretoria East,Duplex,194.2,2.0,1,1989.0,35.0,1,0,2,3.77,1404000.0,9000.0,7229.66,7.69,-3.11,2022-11-14
PROP-01373,Rosebank,House,270.7,3.0,2,1999.0,25.0,1,0,1,0.72,4472000.0,26200.0,16520.13,7.03,-3.77,2022-12-15
PROP-00464,Sandton,Commercial,145.5,2.0,1,2002.0,22.0,0,0,1,3.07,3564000.0,24800.0,24494.85,8.35,-2.45,2022-11-05
PROP-01350,Menlyn,House,382.2,3.0,2,1983.0,41.0,1,0,2,1.79,2431000.0,18800.0,6360.54,9.28,-1.52,2023-07-30
PROP-00187,Sandton,Apartment,81.8,3.0,2,2023.0,1.0,0,0,1,0.12,2177000.0,13950.0,26613.69,6.89,-3.91,2023-12-23
PROP-01148,Menlyn,Apartment,108.3,2.0,1,1980.0,44.0,0,0,2,1.15,1009000.0,5300.0,9316.71,6.3,-4.5,2023-08-09
PROP-01225,Khayelitsha,Apartment,79.1,3.0,2,1980.0,44.0,0,0,1,2.71,350000.0,2500.0,4424.78,8.57,-2.23,2020-07-18
PROP-00609,Waterfront,Apartment,133.0,2.0,1,2016.0,8.0,0,0,2,2.11,5410000.0,27700.0,40676.69,6.14,-4.66,2019-06-21
PROP-00144,Fourways,House,232.1,4.0,2,1987.0,37.0,1,0,3,1.01,3200000.0,18400.0,13787.16,6.9,-3.9,2022-01-05
PROP-00752,Khayelitsha,Commercial,529.0,1.0,1,2011.0,13.0,1,0,2,0.62,2125000.0,11900.0,4017.01,6.72,-4.08,2020-05-26
PROP-01535,Durban North,House,382.9,4.0,3,2013.0,11.0,1,0,3,0.63,5507000.0,21800.0,14382.35,4.75,-6.05,2022-07-30
PROP-00982,Sandton,Commercial,439.8,3.0,2,2007.0,17.0,1,0,2,0.4,10191000.0,57000.0,23171.9,6.71,-4.09,2021-03-19
PROP-00198,Umhlanga,House,263.9,4.0,3,2001.0,23.0,1,0,1,2.71,5121000.0,23500.0,19405.08,5.51,-5.29,2023-11-16
PROP-01634,Soweto,House,212.1,5.0,3,2017.0,7.0,1,0,3,1.05,1702000.0,8400.0,8024.52,5.92,-4.88,2023-05-23
PROP-00884,Umhlanga,House,205.7,3.0,2,1995.0,29.0,1,0,2,2.27,4075000.0,16800.0,19810.4,4.95,-5.85,2022-07-07
PROP-00280,Port Elizabeth,House,312.8,4.0,3,1985.0,39.0,1,0,3,3.11,2404000.0,13500.0,7685.42,6.74,-4.06,2023-12-11
PROP-00294,Rosebank,Commercial,468.8,2.0,1,1982.0,42.0,0,0,3,2.75,7750000.0,39200.0,16531.57,6.07,-4.73,2019-08-24
PROP-01842,Khayelitsha,House,210.6,4.0,2,1994.0,30.0,0,0,2,1.13,910000.0,5100.0,4320.99,6.73,-4.07,2023-01-01
PROP-00401,Sandton,Townhouse,177.3,5.0,3,1995.0,29.0,1,0,3,3.46,4192000.0,22300.0,23643.54,6.38,-4.42,2024-05-09
PROP-00123,Bloemfontein,Commercial,346.8,2.0,1,1987.0,37.0,0,0,1,0.19,1803000.0,12000.0,5198.96,7.99,-2.81,2021-06-29
PROP-01208,Bloemfontein,Apartment,90.4,1.0,1,2010.0,14.0,0,0,2,0.45,712000.0,3300.0,7876.11,5.56,-5.24,2023-03-17
PROP-00203,Stellenbosch,House,196.3,5.0,3,2009.0,15.0,1,0,1,4.82,4552000.0,17700.0,23189.0,4.67,-6.13,2020-03-10
PROP-01463,Cape Town CBD,Duplex,187.2,3.0,2,2018.0,6.0,1,1,1,1.44,5054000.0,23800.0,26997.86,5.65,-5.15,2023-10-29
PROP-00836,Menlyn,Apartment,81.1,1.0,1,2001.0,23.0,0,0,2,1.67,809000.0,5200.0,9975.34,7.71,-3.09,2022-05-15
PROP-00247,Soweto,Townhouse,132.5,3.0,2,2006.0,18.0,0,0,1,3.69,858000.0,4700.0,6475.47,6.57,-4.23,2023-07-15
PROP-01440,Khayelitsha,Apartment,118.7,1.0,1,2020.0,4.0,0,0,3,0.36,350000.0,2800.0,2948.61,9.6,-1.2,2023-08-03
PROP-01734,Fourways,House,225.6,4.0,2,1996.0,28.0,1,0,1,3.89,3409000.0,18100.0,15110.82,6.37,-4.43,2019-08-22
PROP-01771,Menlyn,Apartment,98.0,2.0,1,2010.0,14.0,0,0,2,3.17,930000.0,6100.0,9489.8,7.87,-2.93,2020-09-13
PROP-01922,Khayelitsha,Townhouse,136.6,3.0,2,2002.0,22.0,1,0,3,2.71,554000.0,3500.0,4055.64,7.58,-3.22,2023-12-06
PROP-01708,Rosebank,House,399.8,4.0,3,2017.0,7.0,0,0,3,2.64,6974000.0,38400.0,17443.72,6.61,-4.19,2020-02-24
PROP-01901,Sandton,Commercial,431.2,2.0,1,2007.0,17.0,1,0,2,0.3,12627000.0,52000.0,29283.4,4.94,-5.86,2019-10-08
PROP-01154,Cape Town CBD,Townhouse,133.4,3.0,2,1988.0,36.0,0,0,2,3.33,3378000.0,15500.0,25322.34,5.51,-5.29,2020-07-19
PROP-01662,Stellenbosch,House,304.9,4.0,3,2007.0,17.0,1,0,2,3.22,5669000.0,25600.0,18592.98,5.42,-5.38,2023-02-11
PROP-01427,Khayelitsha,Commercial,466.3,2.0,1,2004.0,20.0,0,0,1,2.19,1923000.0,11600.0,4123.95,7.24,-3.56,2023-12-28
PROP-00385,Sandton,Duplex,182.1,4.0,2,2007.0,17.0,1,0,3,4.87,4224000.0,22000.0,23196.05,6.25,-4.55,2022-11-24
PROP-01776,Port Elizabeth,Townhouse,139.6,5.0,3,2007.0,17.0,0,0,2,4.8,1314000.0,6300.0,9412.61,5.75,-5.05,2020-11-20
PROP-00855,Midrand,Townhouse,121.1,2.0,1,1983.0,41.0,1,0,3,1.42,1291000.0,6400.0,10660.61,5.95,-4.85,2021-05-24
PROP-01590,Sandton,Apartment,105.4,1.0,1,2009.0,15.0,0,0,2,4.87,1896000.0,12400.0,17988.61,7.85,-2.95,2019-12-28
PROP-00220,Khayelitsha,House,226.6,3.0,2,2021.0,3.0,1,0,1,4.11,1055000.0,5500.0,4655.78,6.26,-4.54,2021-01-28
PROP-00642,Fourways,House,344.7,6.0,4,2015.0,9.0,1,1,2,0.86,5414000.0,26600.0,15706.41,5.9,-4.9,2020-10-02
PROP-00002,Stellenbosch,House,153.5,3.0,2,2023.0,1.0,1,0,2,1.14,3312000.0,14600.0,21576.55,5.29,-5.51,2024-03-28
PROP-00113,Pretoria East,House,277.1,6.0,4,2007.0,17.0,0,0,2,2.06,2744000.0,16400.0,9902.56,7.17,-3.63,2019-09-18
PROP-00699,Sandton,Townhouse,158.3,3.0,2,2002.0,22.0,0,0,3,1.1,3908000.0,22500.0,24687.3,6.91,-3.89,2022-01-22
PROP-01936,Midrand,Apartment,80.3,2.0,1,2007.0,17.0,0,0,2,2.81,716000.0,5800.0,8916.56,9.72,-1.08,2022-11-09
PROP-00952,Sandton,House,362.6,4.0,2,2004.0,20.0,1,1,2,1.28,10610000.0,41900.0,29260.89,4.74,-6.06,2024-01-31
PROP-01649,Menlyn,Commercial,277.6,2.0,1,1987.0,37.0,1,0,1,4.95,2878000.0,19000.0,10367.44,7.92,-2.88,2024-05-23
PROP-01637,Soweto,Townhouse,144.8,3.0,3,1995.0,29.0,0,0,2,0.35,644000.0,4000.0,4447.51,7.45,-3.35,2020-02-23
PROP-01766,Waterfront,House,273.1,2.0,2,2006.0,18.0,1,0,1,1.38,11529000.0,57000.0,42215.31,5.93,-4.87,2022-12-24
PROP-01411,Umhlanga,House,245.8,3.0,2,2011.0,13.0,1,0,2,4.82,4600000.0,22900.0,18714.4,5.97,-4.83,2024-04-03
PROP-01410,Pretoria East,House,207.3,4.0,2,1998.0,26.0,0,0,2,2.61,2178000.0,11600.0,10506.51,6.39,-4.41,2020-08-08
PROP-01534,Pretoria East,Townhouse,138.3,3.0,2,2003.0,21.0,0,0,3,1.5,1377000.0,8300.0,9956.62,7.23,-3.57,2021-11-17
PROP-01292,Waterfront,House,281.8,3.0,2,2006.0,18.0,0,0,1,1.43,12075000.0,51300.0,42849.54,5.1,-5.7,2020-07-18
PROP-01827,Sandton,Townhouse,152.9,4.0,2,2001.0,23.0,0,0,3,3.47,3867000.0,20500.0,25291.04,6.36,-4.44,2020-11-21
PROP-00442,Pretoria East,Apartment,137.6,2.0,1,2007.0,17.0,0,0,2,3.39,1367000.0,7200.0,9934.59,6.32,-4.48,2022-12-14
PROP-01521,Cape Town CBD,Apartment,126.5,2.0,2,1990.0,34.0,0,0,3,0.39,2875000.0,12000.0,22727.27,5.01,-5.79,2022-04-05
PROP-01137,Waterfront,House,375.3,4.0,3,2012.0,12.0,0,0,2,2.48,16960000.0,74700.0,45190.51,5.29,-5.51,2021-03-16
PROP-01716,Rosebank,Duplex,182.6,4.0,3,2014.0,10.0,0,0,1,4.48,3244000.0,21100.0,17765.61,7.81,-2.99,2019-11-22
